Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2013,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,11698.0
2013,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,12751.0
2013,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,699.0
2013,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,135.0
2013,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2010.0
2013,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,663.0
2013,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1395.0
2013,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1291.0
2013,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1338.0
2013,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3548.0
2013,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,4202.0
2013,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,1058.0
2013,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,442.0
2013,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,12044.0
2013,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,14122.0
2013,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,13392.0
2013,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,24216.0
2013,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1444.0
2013,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,19279.0
2013,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,2190.0
2013,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,81.0
2013,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,879.0
2013,All codes,All deaths,All deaths,Attributable number,Female,31000.0
2013,C00-D48,All cancers,All cancers,Attributable number,Female,13300.0
2013,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,11200.0
2013,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,6100.0
2013,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,400.0
2013,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,9200.0
2013,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300.0
2013,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100.0
2013,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1200.0
2013,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100.0
2013,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400.0
2013,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100.0
2013,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200.0
2013,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900.0
2013,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,800.0
2013,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100.0
2013,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400.0
2013,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,9200.0
2013,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,1700.0
2013,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1300.0
2013,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,2400.0
2013,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,200.0
2013,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,900.0
2013,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1200.0
2013,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,0.0
2013,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,400.0
2012,All codes,All deaths,All deaths,Number of observed deaths,Unknown,457149.0
2012,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Unknown,241368.0
2012,C00-D48,All cancers,All cancers,Number of observed deaths,Unknown,135037.0
2012,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Unknown,65790.0
2012,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Unknown,131065.0
2012,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Unknown,22699.0
2012,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Unknown,28289.0
2012,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Unknown,1934.0
2012,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Unknown,634.0
2012,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Unknown,6322.0
2012,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Unknown,702.0
2012,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Unknown,4374.0
2012,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Unknown,3463.0
2012,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Unknown,3843.0
2012,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Unknown,7218.0
2012,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Unknown,8162.0
2012,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Unknown,2473.0
2012,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,1067.0
2012,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,23323.0
2012,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,24142.0
2012,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,22214.0
2012,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,59520.0
2012,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,2387.0
2012,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,33346.0
2012,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,5798.0
2012,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,179.0
2012,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Unknown,1978.0
2012,All codes,All deaths,All deaths,Attributable number,Unknown,78700.0
2012,C00-D48,All cancers,All cancers,Attributable number,Unknown,37100.0
2012,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Unknown,23300.0
2012,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Unknown,17400.0
2012,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Unknown,1000.0
2012,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Unknown,22800.0
2012,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Unknown,1300.0
2012,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Unknown,500.0
2012,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Unknown,4100.0
2012,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Unknown,100.0
2012,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Unknown,1700.0
2012,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Unknown,800.0
2012,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Unknown,800.0
2012,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Unknown,1700.0
2012,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Unknown,2900.0
2012,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Unknown,400.0
2012,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Unknown,900.0
2012,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Unknown,18000.0
2012,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Unknown,4300.0
2012,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,2900.0
2012,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,7800.0
2012,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,400.0
2012,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,2800.0
2012,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,3400.0
2012,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,0.0
2012,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Unknown,1000.0
2012,All codes,All deaths,All deaths,Number of observed deaths,Male,218370.0
2012,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,123302.0
2012,C00-D48,All cancers,All cancers,Number of observed deaths,Male,71349.0
2012,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,31122.0
2012,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,64273.0
2012,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,10828.0
2012,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,15607.0
2012,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1317.0
2012,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,505.0
2012,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Male,4340.0
2012,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Male,2778.0
2012,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Male,2959.0
2012,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Male,2189.0
2012,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Male,2456.0
2012,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Male,3593.0
2012,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Male,3877.0
2012,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1412.0
2012,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,659.0
2012,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,11992.0
2012,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10191.0
2012,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,8994.0
2012,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,34634.0
2012,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1017.0
2012,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,13083.0
